num_docks_disabled,num_bikes_available,eightd_has_available_keys,is_returning,last_reported,num_ebikes_available,num_bikes_disabled,station_id,is_renting,station_status,is_installed,legacy_id,num_docks_available
0,9,False,1,1670215131,0,0,456,1,active,1,456,10
0,5,False,1,1670177785,0,0,458,1,active,1,458,10
0,0,False,0,86400,0,0,459,0,out_of_service,0,459,0
0,0,False,0,86400,0,0,460,0,out_of_service,0,460,0
0,10,False,1,1670204061,0,0,461,1,active,1,461,1
0,4,False,1,1670209871,0,0,462,1,active,1,462,7
0,8,False,1,1670210348,0,0,463,1,active,1,463,11
0,0,False,0,86400,0,0,464,0,out_of_service,0,464,0
0,0,False,0,86400,0,0,465,0,out_of_service,0,465,0
0,9,False,0,1670181577,0,0,466,0,active,1,466,2
0,9,False,1,1670181091,0,1,467,1,active,1,467,1
0,13,False,1,1670182068,0,0,468,1,active,1,468,2
0,3,False,1,1670147641,0,0,469,1,active,1,469,8
0,3,False,1,1670147957,0,0,470,1,active,1,470,8
0,5,False,1,1670213881,0,0,471,1,active,1,471,22
0,0,False,1,1670211575,0,0,472,1,active,1,472,27
0,9,False,1,1670178255,0,1,473,1,active,1,473,4
0,10,False,1,1670179164,0,1,474,1,active,1,474,0
0,1,False,1,1670199248,0,0,475,1,active,1,475,10
0,29,False,1,1670191881,0,2,476,1,active,1,476,0
0,0,False,0,86400,0,0,477,0,out_of_service,0,477,0
0,11,False,1,1670209709,0,2,478,1,active,1,478,6
0,0,False,1,1670210535,0,0,479,1,active,1,479,19
0,3,False,1,1670203486,0,0,480,1,active,1,480,8
0,16,False,1,1670190475,0,0,481,1,active,1,481,3
0,11,False,1,1670147955,0,0,482,1,active,1,482,0
0,16,False,1,1670210186,0,0,483,1,active,1,483,1
0,10,False,1,1670173974,0,0,484,1,active,1,484,1
0,9,False,1,1670168675,0,0,485,1,active,1,485,2
0,7,False,1,1670177354,0,0,486,1,active,1,486,4
0,14,False,1,1670193172,0,0,487,1,active,1,487,5
0,15,False,1,1670213074,0,0,488,1,active,1,488,1
0,5,False,1,1670213722,0,0,489,1,active,1,489,11
0,11,False,1,1670180532,0,2,490,1,active,1,490,5
0,16,False,1,1670205927,0,2,491,1,active,1,491,1
0,4,False,1,1670210455,0,2,492,1,active,1,492,9
0,11,False,1,1670147639,0,0,493,1,active,1,493,6
0,7,False,1,1670206352,0,0,494,1,active,1,494,4
0,16,False,1,1670207756,0,0,495,1,active,1,495,3
0,12,False,1,1670196673,0,0,496,1,active,1,496,7
0,13,False,1,1670210848,0,0,497,1,active,1,497,2
0,0,False,1,1670211314,0,0,498,1,active,1,498,15
0,14,False,1,1670215417,0,0,499,1,active,1,499,5
0,6,False,1,1670200033,0,2,502,1,active,1,502,3
0,7,False,1,1670147959,0,0,503,1,active,1,503,5
0,4,False,1,1670195787,0,0,504,1,active,1,504,7
0,10,False,1,1670174496,0,0,505,1,active,1,505,1
0,3,False,1,1670147959,0,0,506,1,active,1,506,8
0,8,False,1,1670167779,0,0,507,1,active,1,507,3
0,7,False,1,1670214305,0,0,508,1,active,1,508,4
0,8,False,1,1670182139,0,0,509,1,active,1,509,4
0,0,False,0,86400,0,0,510,0,out_of_service,0,510,0
0,0,False,0,86400,0,0,511,0,out_of_service,0,511,0
0,0,False,0,86400,0,0,512,0,out_of_service,0,512,0
0,12,False,1,1670147960,0,0,513,1,active,1,513,0
0,14,False,1,1670191786,0,0,514,1,active,1,514,5
0,13,False,1,1670215397,0,1,515,1,active,1,515,5
0,0,False,0,86400,0,0,516,0,out_of_service,0,516,0
0,0,False,0,86400,0,0,517,0,out_of_service,0,517,0
1,5,False,1,1670147961,0,0,518,1,active,1,518,5
0,6,False,1,1670192485,0,0,519,1,active,1,519,5
0,5,False,1,1670147960,0,0,520,1,active,1,520,8
0,6,False,1,1670177333,0,0,521,1,active,1,521,5
0,11,False,1,1670192946,0,0,522,1,active,1,522,4
0,0,False,1,1670209336,0,0,523,1,active,1,523,17
0,9,False,1,1670206413,0,0,524,1,active,1,524,6
0,4,False,1,1670159064,0,0,525,1,active,1,525,8
0,15,False,1,1670147960,0,0,526,1,active,1,526,0
0,4,False,1,1670147959,0,1,527,1,active,1,527,8
0,7,False,1,1670204924,0,0,528,1,active,1,528,4
0,2,False,1,1670207686,0,0,529,1,active,1,529,14
0,16,False,1,1670198303,0,0,530,1,active,1,530,3
0,4,False,1,1670209999,0,0,531,1,active,1,531,11
0,15,False,1,1670202009,0,0,532,1,active,1,532,4
0,9,False,1,1670208518,0,0,533,1,active,1,533,10
0,0,False,0,86400,0,0,534,0,out_of_service,0,534,0
0,11,False,1,1670181181,0,0,535,1,active,1,535,4
0,0,False,1,1670147961,0,0,536,1,active,1,536,18
0,4,False,1,1670215919,0,0,538,1,active,1,538,15
0,11,False,1,1670175323,0,0,539,1,active,1,539,8
0,3,False,1,1670153839,0,0,540,1,active,1,540,8
0,8,False,1,1670190193,0,0,541,1,active,1,541,3
0,0,False,0,86400,0,0,542,0,out_of_service,0,542,0
0,0,False,0,1667850340,0,0,543,0,out_of_service,0,543,18
0,13,False,1,1670209925,0,1,544,1,active,1,544,1
0,9,False,1,1670182341,0,1,545,1,active,1,545,5
0,5,False,1,1670185888,0,0,546,1,active,1,546,11
0,3,False,1,1670147963,0,0,547,1,active,1,547,15
0,4,False,1,1670196522,0,3,548,1,active,1,548,11
0,14,False,1,1670214571,0,1,549,1,active,1,549,9
0,0,False,1,1670147962,0,0,550,1,active,1,550,17
0,11,False,1,1670213939,0,0,553,1,active,1,553,12
0,5,False,1,1670215296,0,0,554,1,active,1,554,10
0,7,False,1,1670147959,0,0,555,1,active,1,555,8
0,8,False,1,1670147959,0,0,556,1,active,1,556,11
0,9,False,1,1670210319,0,0,557,1,active,1,557,10
0,4,False,1,1670214311,0,0,558,1,active,1,558,14
0,0,False,1,86400,0,0,559,1,active,1,559,0
0,5,False,1,1670147964,0,0,560,1,active,1,560,10
0,6,False,1,1670198768,0,0,561,1,active,1,561,13
0,0,False,1,1670147963,0,0,562,1,active,1,562,9
0,0,False,0,86400,0,0,563,0,out_of_service,0,563,0
0,7,False,1,1670194536,0,0,564,1,active,1,564,12
0,6,False,1,1670188089,0,0,565,1,active,1,565,13
0,0,False,1,1670204536,0,0,566,1,active,1,566,23
0,0,False,0,86400,0,0,567,0,out_of_service,0,567,0
0,1,False,1,1670207697,0,0,568,1,active,1,568,18
0,17,False,1,1670192727,0,0,569,1,active,1,569,6
0,7,False,1,1670147965,0,0,570,1,active,1,570,4
